Phi[deg],Theta[deg],dB(GainTotal),Array_Data
124,32,3.53856,
126,32,3.75338,
128,32,3.96772,
130,32,4.48308,
132,32,5.10586,
134,32,5.3779,
136,32,5.14127,
138,32,4.48682,
140,32,3.27838,
142,32,0.965581,
144,32,-2.26196,
146,32,-1.47314,
148,32,1.87276,
150,32,3.62282,
152,32,3.45546,
154,32,0.947158,
156,32,-4.67937,
158,32,-2.23113,
160,32,2.57546,
162,32,3.93505,
164,32,2.66059,
166,32,0.693669,
168,32,2.8232,
170,32,5.23287,
172,32,5.19492,
174,32,1.66478,
176,32,-7.44867,
178,32,2.1896,
180,32,6.95106,
-180,34,9.33801,
-178,34,10.4464,
-176,34,9.53788,
-174,34,6.32557,
-172,34,-1.28285,
-170,34,-10.8001,
-168,34,0.297063,
-166,34,2.68955,
-164,34,3.03667,
-162,34,2.93446,
-160,34,2.52351,
-158,34,1.53247,
-156,34,0.971751,
-154,34,1.86876,
-152,34,2.78178,
-150,34,2.59148,
-148,34,0.992561,
-146,34,-1.98079,
-144,34,-3.12848,
-142,34,-0.664653,
-140,34,0.224136,
-138,34,-0.958085,
-136,34,0.506477,
-134,34,4.45463,
-132,34,6.80719,
-130,34,7.53276,
-128,34,7.17419,
-126,34,6.05979,
-124,34,4.03724,
-122,34,0.626284,
-120,34,-4.2626,
-118,34,-8.39676,
-116,34,-8.36996,
-114,34,-3.67697,
-112,34,0.673382,
-110,34,3.09089,
-108,34,3.70823,
-106,34,2.39958,
-104,34,-2.0717,
-102,34,-16.1227,
-100,34,-1.06539,
-98,34,4.20315,
-96,34,6.23588,
-94,34,6.21866,
-92,34,4.13779,
-90,34,-1.1989,
-88,34,-11.4126,
-86,34,-1.44309,
-84,34,2.20472,
-82,34,2.57939,
-80,34,0.417838,
-78,34,-3.96678,
-76,34,-3.56001,
-74,34,0.205358,
-72,34,1.90765,
-70,34,2.19139,
-68,34,2.14519,
-66,34,2.57267,
-64,34,3.30419,
-62,34,3.83924,
-60,34,3.97897,
-58,34,3.75811,
-56,34,3.27868,
-54,34,2.61208,
-52,34,2.18156,
-50,34,2.93647,
-48,34,4.39303,
-46,34,5.09094,
-44,34,4.31377,
-42,34,1.71028,
-40,34,-3.34089,
-38,34,-12.5777,
-36,34,-17.3567,
-34,34,-19.9609,
-32,34,-10.894,
-30,34,-3.35342,
-28,34,-0.90127,
-26,34,-2.823,
-24,34,-10.2198,
-22,34,-0.883144,
-20,34,3.83778,
-18,34,4.63193,
-16,34,1.89498,
-14,34,-6.34235,
-12,34,-1.87472,
-10,34,2.46479,
-8,34,1.94204,
-6,34,-4.75905,
-4,34,-2.56576,
-2,34,5.4919,
0,34,8.67769,
2,34,9.42741,
4,34,8.17802,
6,34,4.5535,
8,34,-3.55986,
10,34,-6.51377,
12,34,0.461634,
14,34,2.82941,
16,34,3.56148,
18,34,3.21724,
20,34,1.73041,
22,34,0.352931,
24,34,1.72364,
26,34,3.67936,
28,34,4.50319,
30,34,4.37037,
32,34,3.43933,
34,34,1.30686,
36,34,-1.75453,
38,34,-2.61385,
40,34,-3.45332,
42,34,-7.94922,
44,34,-0.524224,
46,34,5.03358,
48,34,7.2529,
50,34,7.42543,
52,34,6.33671,
54,34,4.61747,
56,34,2.34859,
58,34,-0.850971,
60,34,-4.8371,
62,34,-10.2289,
64,34,-10.3514,
66,34,-1.33504,
68,34,3.16607,
70,34,5.10258,
72,34,5.1672,
74,34,3.3972,
76,34,-1.14553,
78,34,-12.9408,
80,34,-2.25895,
82,34,3.18719,
84,34,5.35881,
86,34,5.55593,
88,34,3.85498,
90,34,-0.615555,
92,34,-9.94651,
94,34,-2.60108,
96,34,1.79914,
98,34,2.78176,
100,34,1.35292,
102,34,-1.65923,
104,34,-1.20259,
106,34,1.79448,
108,34,3.0926,
110,34,2.6471,
112,34,1.47602,
114,34,1.62214,
116,34,3.11476,
118,34,4.30602,
120,34,4.72117,
122,34,4.47052,
124,34,3.71754,
126,34,2.58765,
128,34,1.50943,
130,34,1.59397,
132,34,2.85297,
134,34,3.83629,
136,34,3.72468,
138,34,2.16686,
140,34,-1.4386,
142,34,-8.94543,
144,34,-16.7423,
146,34,-11.9273,
148,34,-9.86058,
150,34,-4.34279,
152,34,-1.83946,
154,34,-3.72874,
156,34,-7.53082,
158,34,0.364766,
160,34,4.29204,
162,34,4.66845,
164,34,1.40869,
166,34,-5.60962,
168,34,0.966793,
170,34,4.48079,
172,34,3.94505,
174,34,-2.12535,
176,34,-4.94562,
178,34,5.58137,
180,34,9.33801,
-180,36,6.40518,
-178,36,7.83006,
-176,36,7.7611,
-174,36,6.10901,
-172,36,2.31236,
-170,36,-6.01796,
-168,36,-9.65942,
-166,36,-0.732084,
-164,36,2.98198,
-162,36,4.61398,
-160,36,4.21106,
-158,36,1.06348,
-156,36,-3.04019,
-154,36,1.71376,
-152,36,4.82466,
-150,36,5.03966,
-148,36,2.48302,
-146,36,-5.19371,
-144,36,-5.8191,
-142,36,2.17186,
-140,36,4.45735,
-138,36,3.63088,
-136,36,0.23305,
-134,36,-1.96336,
-132,36,0.196071,
-130,36,1.79174,
-128,36,2.83938,
-126,36,3.29688,
-124,36,2.34418,
-122,36,-0.417275,
-120,36,-4.32475,
-118,36,-6.35534,
-116,36,-4.22998,
-114,36,-0.907746,
-112,36,1.08953,
-110,36,1.35674,
-108,36,-0.0191457,
-106,36,-3.25367,
-104,36,-10.1426,
-102,36,-9.16012,
-100,36,-1.31811,
-98,36,2.5608,
-96,36,4.42476,
-94,36,4.90757,
-92,36,4.2933,
-90,36,2.86768,
-88,36,1.38701,
-86,36,1.09853,
-84,36,1.73171,
-82,36,1.81022,
-80,36,0.369558,
-78,36,-3.45534,
-76,36,-8.22137,
-74,36,-3.73277,
-72,36,-0.130774,
-70,36,1.48635,
-68,36,2.2829,
-66,36,2.82411,
-64,36,2.99867,
-62,36,2.52296,
-60,36,1.27586,
-58,36,-0.76545,
-56,36,-3.55625,
-54,36,-6.93813,
-52,36,-8.09021,
-50,36,-2.94364,
-48,36,1.31599,
-46,36,3.24906,
-44,36,2.96237,
-42,36,0.308167,
-40,36,-3.31769,
-38,36,-1.09173,
-36,36,1.07337,
-34,36,0.269411,
-32,36,-0.633235,
-30,36,3.08585,
-28,36,5.65021,
-26,36,5.41053,
-24,36,2.22949,
-22,36,-0.589682,
-20,36,2.77835,
-18,36,4.63321,
-16,36,4.41556,
-14,36,3.73852,
-12,36,3.9949,
-10,36,4.17828,
-8,36,2.99018,
-6,36,0.227967,
-4,36,-0.659262,
-2,36,2.70762,
0,36,5.3754,
2,36,6.46474,
4,36,6.09262,
6,36,4.21407,
8,36,0.452212,
10,36,-6.92843,
12,36,-11.889,
14,36,-1.43294,
16,36,3.03935,
18,36,4.67109,
20,36,3.65428,
22,36,-0.486923,
24,36,-1.04918,
26,36,3.68229,
28,36,5.38398,
30,36,4.45798,
32,36,0.898144,
34,36,-7.23819,
36,36,-3.61998,
38,36,2.37234,
40,36,3.92907,
42,36,1.92597,
44,36,-4.37903,
46,36,-2.99588,
48,36,0.922541,
50,36,1.68893,
52,36,2.03038,
54,36,2.5577,
56,36,1.84863,
58,36,-0.487398,
60,36,-3.0663,
62,36,-3.46659,
64,36,-0.812293,
66,36,2.4467,
68,36,4.2362,
70,36,4.22306,
72,36,2.40608,
74,36,-1.50819,
76,36,-9.61399,
78,36,-11.7634,
80,36,-2.6226,
82,36,1.53136,
84,36,3.79817,
86,36,4.92154,
88,36,5.15044,
90,36,4.55123,
92,36,3.27742,
94,36,2.08987,
96,36,2.04512,
98,36,2.39544,
100,36,1.60259,
102,36,-1.19091,
104,36,-3.88586,
106,36,-0.729003,
108,36,1.87595,
110,36,2.30562,
112,36,1.4244,
114,36,1.21955,
116,36,2.49159,
118,36,3.53193,
120,36,3.5402,
122,36,2.52563,
124,36,0.666333,
126,36,-1.90748,
128,36,-5.11462,
130,36,-6.14374,
132,36,-2.62971,
134,36,0.0632815,
136,36,0.497977,
138,36,-2.04122,
140,36,-10.2894,
142,36,-6.28459,
144,36,-1.78184,
146,36,-2.81767,
148,36,-3.32358,
150,36,2.59648,
152,36,5.5975,
154,36,5.55438,
156,36,2.98962,
158,36,1.16683,
160,36,3.31146,
162,36,4.41047,
164,36,3.79131,
166,36,3.26479,
168,36,4.08159,
170,36,4.55903,
172,36,3.43299,
174,36,0.481697,
176,36,-0.611465,
178,36,3.31747,
180,36,6.40518,
-180,38,-0.148044,
-178,38,0.153312,
-176,38,2.04731,
-174,38,3.78262,
-172,38,4.1443,
-170,38,2.74161,
-168,38,-0.833546,
-166,38,-5.19343,
-164,38,-1.62865,
-162,38,1.7224,
-160,38,1.9,
-158,38,-2.54327,
-156,38,-6.54611,
-154,38,3.32239,
-152,38,6.86204,
-150,38,7.30079,
-148,38,5.11286,
-146,38,-1.17414,
-144,38,-8.68272,
-142,38,1.84934,
-140,38,4.68071,
-138,38,3.93497,
-136,38,-0.357278,
-134,38,-10.3078,
-132,38,-14.8368,
-130,38,-9.22521,
-128,38,-2.96864,
-126,38,-0.202656,
-124,38,-0.579602,
-122,38,-3.02251,
-120,38,-5.90991,
-118,38,-7.66524,
-116,38,-3.30605,
-114,38,0.872497,
-112,38,2.35697,
-110,38,1.39113,
-108,38,-2.0546,
-106,38,-7.20736,
-104,38,-6.02409,
-102,38,-2.56733,
-100,38,-0.522892,
-98,38,0.691304,
-96,38,1.41543,
-94,38,1.70687,
-92,38,1.47932,
-90,38,0.663111,
-88,38,-0.5487,
-86,38,-1.43877,
-84,38,-1.47295,
-82,38,-1.51225,
-80,38,-2.95259,
-78,38,-7.84657,
-76,38,-19.6275,
-74,38,-5.36431,
-72,38,-1.07226,
-70,38,0.0684128,
-68,38,-0.500624,
-66,38,-1.41342,
-64,38,-1.67436,
-62,38,-2.21482,
-60,38,-4.27,
-58,38,-8.88204,
-56,38,-15.2754,
-54,38,-11.5866,
-52,38,-11.1882,
-50,38,-14.9958,
-48,38,-6.92433,
-46,38,-2.3459,
-44,38,-1.65027,
-42,38,-3.27634,
-40,38,-0.762315,
-38,38,3.35613,
-36,38,4.73075,
-34,38,3.13708,
-32,38,1.41817,
-30,38,5.28438,
-28,38,7.89054,
-26,38,7.73329,
-24,38,4.71106,
-22,38,-2.00187,
-20,38,-3.62701,
-18,38,0.823363,
-16,38,2.53087,
-14,38,2.90956,
-12,38,2.56357,
-10,38,1.76693,
-8,38,0.811292,
-6,38,-0.108275,
-4,38,-0.973045,
-2,38,-2.08913,
0,38,-3.85908,
2,38,-4.15039,
4,38,-0.922918,
6,38,1.80265,
8,38,2.78553,
10,38,1.97011,
12,38,-1.11343,
14,38,-6.91378,
16,38,-3.04173,
18,38,1.11004,
20,38,1.00319,
22,38,-5.46274,
24,38,-3.31063,
26,38,4.51042,
28,38,6.8914,
30,38,6.25829,
32,38,2.7113,
34,38,-6.75917,
36,38,-4.12021,
38,38,3.05594,
40,38,5.04207,
42,38,3.60555,
44,38,-2.22804,
46,38,-15.8024,
48,38,-8.59051,
50,38,-6.01296,
52,38,-0.710847,
54,38,1.76594,
56,38,1.00772,
58,38,-2.36722,
60,38,-6.15499,
62,38,-4.62831,
64,38,0.344874,
66,38,3.64747,
68,38,4.63724,
70,38,3.39489,
72,38,-0.166587,
74,38,-5.34176,
76,38,-5.53485,
78,38,-3.05744,
80,38,-1.57284,
82,38,-0.391432,
84,38,0.957627,
86,38,2.31811,
88,38,3.25403,
90,38,3.42133,
92,38,2.67543,
94,38,1.20354,
96,38,-0.159088,
98,38,-0.769279,
100,38,-1.93471,
102,38,-6.30643,
104,38,-23.9575,
106,38,-4.30193,
108,38,0.123709,
110,38,0.764588,
112,38,-1.43077,
114,38,-4.45186,
116,38,-1.94124,
118,38,0.622287,
120,38,1.00666,
122,38,-0.38875,
124,38,-2.83223,
126,38,-4.51266,
128,38,-5.10655,
130,38,-7.34622,
132,38,-11.191,
134,38,-7.4697,
136,38,-5.74733,
138,38,-12.0406,
140,38,-8.38227,
142,38,0.420456,
144,38,2.6113,
146,38,0.700388,
148,38,-0.196721,
150,38,5.19278,
152,38,7.8962,
154,38,7.75645,
156,38,5.05876,
158,38,0.0663275,
160,38,-2.66831,
162,38,-0.817629,
164,38,0.592146,
166,38,1.32606,
168,38,1.40205,
170,38,0.998025,
172,38,0.606732,
174,38,0.495873,
176,38,0.525703,
178,38,0.348574,
180,38,-0.148044,
-180,40,2.23666,
-178,40,-0.370305,
-176,40,-9.40351,
-174,40,-1.81727,
-172,40,3.16887,
-170,40,4.18614,
-168,40,2.30632,
-166,40,-3.85256,
-164,40,-13.9987,
-162,40,-0.549274,
-160,40,3.13182,
-158,40,3.69143,
-156,40,2.93363,
-154,40,3.9738,
-152,40,5.94038,
-150,40,6.32965,
-148,40,4.58398,
-146,40,0.0797774,
-144,40,-8.05447,
-142,40,-2.38327,
-140,40,0.590993,
-138,40,-1.70617,
-136,40,-12.5116,
-134,40,-3.40694,
-132,40,-0.557875,
-130,40,-3.08253,
-128,40,-8.77802,
-126,40,-6.68938,
-124,40,-2.67598,
-122,40,0.559227,
-120,40,1.49074,
-118,40,-0.979872,
-116,40,-9.00301,
-114,40,-6.47167,
-112,40,-1.79822,
-110,40,-0.604497,
-108,40,-0.1545,
-106,40,0.374369,
-104,40,0.42197,
-102,40,-0.299957,
-100,40,-1.36594,
-98,40,-2.00624,
-96,40,-2.23614,
-94,40,-2.91361,
-92,40,-4.65146,
-90,40,-7.19815,
-88,40,-8.07067,
-86,40,-6.39796,
-84,40,-5.1782,
-82,40,-5.52961,
-80,40,-7.47414,
-78,40,-7.38171,
-76,40,-2.66473,
-74,40,1.14882,
-72,40,3.11669,
-70,40,3.2492,
-68,40,1.2662,
-66,40,-3.71115,
-64,40,-10.2195,
-62,40,-6.45949,
-60,40,-5.46709,
-58,40,-8.05854,
-56,40,-9.35857,
-54,40,-5.06606,
-52,40,-2.66852,
-50,40,-2.61838,
-48,40,-3.3727,
-46,40,-3.13663,
-44,40,-4.44073,
-42,40,-12.9423,
-40,40,-2.44752,
-38,40,3.60997,
-36,40,5.00941,
-34,40,2.26393,
-32,40,-3.75735,
-30,40,3.09471,
-28,40,6.33515,
-26,40,5.94598,
-24,40,2.46838,
-22,40,-4.66644,
-20,40,-7.22562,
-18,40,-3.70178,
-16,40,-3.6872,
-14,40,-5.49043,
-12,40,-3.56883,
-10,40,-0.970057,
-8,40,-1.60066,
-6,40,-7.16364,
-4,40,-5.29241,
-2,40,0.72132,
0,40,2.08068,
2,40,-0.624658,
4,40,-14.6588,
6,40,-3.37437,
8,40,2.37042,
10,40,3.71518,
12,40,2.45987,
14,40,-1.96343,
16,40,-12.7934,
18,40,-1.98569,
20,40,2.26015,
22,40,2.71578,
24,40,2.00501,
26,40,3.73903,
28,40,5.50225,
30,40,5.08848,
32,40,2.33365,
34,40,-2.95705,
36,40,-8.99032,
38,40,-2.17302,
40,40,0.574901,
42,40,-1.99626,
44,40,-13.3733,
46,40,-3.31917,
48,40,-1.87105,
50,40,-8.47325,
52,40,-8.56005,
54,40,-3.5502,
56,40,-4.29372,
58,40,-3.54755,
60,40,-2.4287,
62,40,-5.81445,
64,40,-7.3405,
66,40,-1.15728,
68,40,0.811704,
70,40,0.58159,
72,40,0.531374,
74,40,1.248,
76,40,1.29242,
78,40,0.115758,
80,40,-1.8903,
82,40,-3.50519,
84,40,-3.76973,
86,40,-3.43776,
88,40,-3.28558,
90,40,-3.47502,
92,40,-4.02632,
94,40,-4.87742,
96,40,-5.53495,
98,40,-5.35347,
100,40,-4.69338,
102,40,-3.76766,
104,40,-1.78271,
106,40,0.689225,
108,40,2.20548,
110,40,1.94719,
112,40,-1.01701,
114,40,-10.7984,
116,40,-8.03148,
118,40,-1.30787,
120,40,0.196112,
122,40,-0.559546,
124,40,-1.67205,
126,40,-0.947692,
128,40,0.500221,
130,40,0.992069,
132,40,0.547994,
134,40,0.111995,
136,40,-0.654157,
138,40,-3.61129,
140,40,-2.69727,
142,40,2.47681,
144,40,3.83833,
146,40,0.541831,
148,40,-4.86686,
150,40,3.31381,
152,40,6.15236,
154,40,5.44615,
156,40,1.74427,
158,40,-5.71189,
160,40,-13.5155,
162,40,-7.99369,
164,40,-7.66988,
166,40,-14.0755,
168,40,-8.34906,
170,40,-2.63456,
172,40,-1.92787,
174,40,-4.535,
176,40,-3.028,
178,40,1.14179,
180,40,2.23666,
-180,42,0.16349,
-178,42,-0.0512817,
-176,42,-4.27599,
-174,42,-7.0265,
-172,42,-1.07671,
-170,42,0.703476,
-168,42,-1.48745,
-166,42,-9.88973,
-164,42,-3.99306,
-162,42,2.6622,
-160,42,5.86951,
-158,42,7.01306,
-156,42,6.23989,
-154,42,3.81072,
-152,42,1.62562,
-150,42,1.76245,
-148,42,2.34911,
-146,42,2.12668,
-144,42,0.461356,
-142,42,-2.19257,
-140,42,-4.91139,
-138,42,-15.6912,
-136,42,-2.47198,
-134,42,3.45323,
-132,42,4.70391,
-130,42,2.99985,
-128,42,-0.471994,
-126,42,-2.56942,
-124,42,0.897258,
-122,42,4.55162,
-120,42,5.73895,
-118,42,4.3383,
-116,42,0.00213913,
-114,42,-8.23886,
-112,42,-4.7757,
-110,42,0.419575,
-108,42,2.70748,
-106,42,3.02535,
-104,42,1.56151,
-102,42,-1.63627,
-100,42,-5.20965,
-98,42,-5.61748,
-96,42,-5.60366,
-94,42,-7.32054,
-92,42,-7.62647,
-90,42,-4.74603,
-88,42,-2.58174,
-86,42,-1.78017,
-84,42,-2.087,
-82,42,-3.16452,
-80,42,-3.58167,
-78,42,-1.5021,
-76,42,1.42057,
-74,42,3.68641,
-72,42,4.95507,
-70,42,4.95518,
-68,42,3.12539,
-66,42,-2.04627,
-64,42,-19.3149,
-62,42,-4.35656,
-60,42,-1.1717,
-58,42,-1.76674,
-56,42,-3.50912,
-54,42,-2.36681,
-52,42,0.387991,
-50,42,2.35214,
-48,42,3.60731,
-46,42,4.26339,
-44,42,3.64668,
-42,42,0.716603,
-40,42,-1.61871,
-38,42,2.30732,
-36,42,3.50627,
-34,42,-0.427621,
-32,42,-12.2184,
-30,42,1.16224,
-28,42,3.85519,
-26,42,3.05028,
-24,42,1.65693,
-22,42,2.09437,
-20,42,2.65457,
-18,42,1.63331,
-16,42,-2.82473,
-14,42,-11.9944,
-12,42,-0.48748,
-10,42,3.16355,
-8,42,3.10252,
-6,42,-0.33143,
-4,42,-6.47528,
-2,42,-1.83429,
0,42,1.33708,
2,42,1.07429,
4,42,-2.13689,
6,42,-4.33482,
8,42,-1.17299,
10,42,-0.0388701,
12,42,-1.51308,
14,42,-3.58328,
16,42,-1.99414,
18,42,1.95782,
20,42,5.08706,
22,42,6.24284,
24,42,5.09381,
26,42,1.86233,
28,42,-0.676672,
30,42,-0.108056,
32,42,1.19291,
34,42,1.74755,
36,42,-0.314568,
38,42,-6.34056,
40,42,-11.1364,
42,42,-11.9622,
44,42,-0.963932,
46,42,3.6685,
48,42,3.94336,
50,42,0.518508,
52,42,-6.02364,
54,42,-17.1436,
56,42,-4.76317,
58,42,2.18122,
60,42,4.10258,
62,42,2.58909,
64,42,-2.59939,
66,42,-17.1633,
68,42,-6.37733,
70,42,0.202377,
72,42,3.1718,
74,42,3.87175,
76,42,2.61872,
78,42,-0.517968,
80,42,-5.14038,
82,42,-8.35026,
84,42,-8.03933,
86,42,-6.18301,
88,42,-4.05067,
90,42,-2.86867,
92,42,-2.78185,
94,42,-3.24672,
96,42,-3.45936,
98,42,-2.68159,
100,42,-0.975143,
102,42,0.823522,
104,42,2.22769,
106,42,3.13852,
108,42,3.38528,
110,42,2.53279,
112,42,-0.307041,
114,42,-7.6799,
116,42,-7.27701,
118,42,-0.513139,
120,42,1.54676,
122,42,1.28915,
124,42,0.195207,
126,42,0.242191,
128,42,1.63529,
130,42,2.95584,
132,42,3.76617,
134,42,4.17911,
136,42,3.7463,
138,42,1.58754,
140,42,-0.157657,
142,42,2.49018,
144,42,3.14765,
146,42,-1.50449,
148,42,-9.66822,
150,42,1.37107,
152,42,3.22895,
154,42,1.53943,
156,42,-0.439066,
158,42,0.147593,
160,42,0.850354,
162,42,0.431116,
164,42,-2.05365,
166,42,-4.74391,
168,42,-0.357479,
170,42,2.44135,
172,42,2.09542,
174,42,-2.02993,
176,42,-17.1972,
178,42,-4.00857,
180,42,0.16349,
-180,44,-2.50202,
-178,44,-2.28918,
-176,44,-1.25903,
-174,44,-1.02262,
-172,44,-1.39633,
-170,44,-2.16921,
-168,44,-5.22756,
-166,44,-10.2256,
-164,44,-2.18235,
-162,44,2.85111,
-160,44,5.81198,
-158,44,7.40348,
-156,44,7.32715,
-154,44,5.0703,
-152,44,-0.197658,
-150,44,-5.91518,
-148,44,-1.0391,
-146,44,1.1359,
-144,44,-0.33494,
-142,44,-5.78605,
-140,44,-12.5549,
-138,44,-10.9667,
-136,44,-0.25444,
-134,44,4.32335,
-132,44,5.21652,
-130,44,3.86058,
-128,44,1.90662,
-126,44,0.147019,
-124,44,1.54595,
-122,44,4.95347,
-120,44,6.27012,
-118,44,5.24115,
-116,44,2.11972,
-114,44,-2.02973,
-112,44,-0.870553,
-110,44,2.55084,
-108,44,3.96654,
-106,44,3.24547,
-104,44,0.0778165,
-102,44,-6.653,
-100,44,-7.44974,
-98,44,-3.21691,
-96,44,-2.55703,
-94,44,-3.03795,
-92,44,-1.62726,
-90,44,0.420512,
-88,44,1.28311,
-86,44,0.901524,
-84,44,-0.224882,
-82,44,-1.49716,
-80,44,-2.08183,
-78,44,-0.825617,
-76,44,1.24627,
-74,44,2.67363,
-72,44,3.3018,
-70,44,3.23377,
-68,44,1.98817,
-66,44,-1.53075,
-64,44,-5.17139,
-62,44,-0.879767,
-60,44,1.4154,
-58,44,0.757218,
-56,44,-2.18266,
-54,44,-4.99343,
-52,44,-2.79046,
-50,44,0.763446,
-48,44,3.47823,
-46,44,5.05461,
-44,44,5.03088,
-42,44,2.82358,
-40,44,-0.3966,
-38,44,0.813995,
-36,44,1.08974,
-34,44,-2.53066,
-32,44,-0.100615,
-30,44,3.97886,
-28,44,4.97522,
-26,44,5.09002,
-24,44,5.87737,
-22,44,6.4891,
-20,44,6.08962,
-18,44,4.04972,
-16,44,-1.45514,
-14,44,-12.2629,
-12,44,-0.624588,
-10,44,2.85559,
-8,44,3.73055,
-6,44,3.5424,
-4,44,2.87804,
-2,44,1.78322,
0,44,0.427615,
2,44,-0.262947,
4,44,-0.167123,
6,44,-0.447371,
8,44,-1.48446,
10,44,-3.85055,
12,44,-11.4556,
14,44,-10.268,
16,44,-1.90573,
18,44,1.87176,
20,44,4.89754,
22,44,6.83919,
24,44,6.72991,
26,44,3.89026,
28,44,-3.42603,
30,44,-10.6375,
32,44,-1.10024,
34,44,1.2732,
36,44,-0.787816,
38,44,-9.94964,
40,44,-8.92578,
42,44,-4.09531,
44,44,1.39645,
46,44,4.83068,
48,44,4.91296,
50,44,2.47497,
52,44,-0.190411,
54,44,-3.49849,
56,44,-1.45597,
58,44,4.07285,
60,44,5.88454,
62,44,4.90829,
64,44,1.69572,
66,44,-3.47836,
68,44,-2.36657,
70,44,2.51295,
72,44,4.57478,
74,44,4.20239,
76,44,1.41374,
78,44,-4.44186,
80,44,-8.922,
82,44,-5.21851,
84,44,-2.84656,
86,44,-0.300135,
88,44,1.95274,
90,44,2.94556,
92,44,2.55815,
94,44,1.10584,
96,44,-0.610965,
98,44,-1.36613,
100,44,-0.714869,
102,44,0.539999,
104,44,1.55006,
106,44,1.90098,
108,44,1.37903,
110,44,-0.183794,
112,44,-2.80807,
114,44,-5.10776,
116,44,-2.7422,
118,44,0.707837,
120,44,2.17167,
122,44,1.48886,
124,44,-0.979882,
126,44,-3.57421,
128,44,-2.92838,
130,44,-0.192463,
132,44,2.25458,
134,44,3.76504,
136,44,3.77442,
138,44,1.54595,
140,44,-1.08298,
142,44,0.990215,
144,44,0.935551,
146,44,-4.06372,
148,44,-0.689741,
150,44,3.55513,
152,44,4.23652,
154,44,4.31983,
156,44,5.26649,
158,44,5.69847,
160,44,5.01491,
162,44,2.87976,
164,44,-2.0167,
166,44,-5.57257,
168,44,-0.0423539,
170,44,2.27205,
172,44,2.40013,
174,44,1.49861,
176,44,0.235853,
178,44,-1.22485,
180,44,-2.50202,
-180,46,4.66117,
-178,46,0.940358,
-176,46,-2.29066,
-174,46,0.540609,
-172,46,1.89257,
-170,46,1.87207,
-168,46,1.03423,
-166,46,-1.74655,
-164,46,-4.8822,
-162,46,-1.16425,
-160,46,2.69234,
-158,46,5.35289,
-156,46,6.5078,
-154,46,5.6706,
-152,46,2.53806,
-150,46,-3.09888,
-148,46,-7.09762,
-146,46,-6.13054,
-144,46,-12.1941,
-142,46,-9.12502,
-140,46,-2.27633,
-138,46,-2.68408,
-136,46,-2.40254,
-134,46,1.6076,
-132,46,2.71666,
-130,46,2.63178,
-128,46,2.85491,
-126,46,1.17372,
-124,46,-0.762929,
-122,46,2.48575,
-120,46,4.23543,
-118,46,3.4755,
-116,46,0.634483,
-114,46,-3.73933,
-112,46,-2.10865,
-110,46,1.615,
-108,46,2.7322,
-106,46,1.3471,
-104,46,-3.49846,
-102,46,-22.0161,
-100,46,-4.81446,
-98,46,-0.506182,
-96,46,0.181714,
-94,46,-1.11122,
-92,46,-1.66598,
-90,46,0.714445,
-88,46,2.53224,
-86,46,2.42592,
-84,46,0.569012,
-82,46,-2.17341,
-80,46,-4.86437,
-78,46,-5.40772,
-76,46,-2.19096,
-74,46,-0.458001,
-72,46,-1.4552,
-70,46,-3.0964,
-68,46,-1.3182,
-66,46,0.104902,
-64,46,0.122913,
-62,46,0.676789,
-60,46,1.27388,
-58,46,0.0255942,
-56,46,-3.31025,
-54,46,-6.67443,
-52,46,-10.6248,
-50,46,-13.1483,
-48,46,-3.14234,
-46,46,1.18391,
-44,46,2.13081,
-42,46,0.248921,
-40,46,-1.47832,
-38,46,0.177074,
-36,46,-0.764848,
-34,46,-1.98792,
-32,46,2.93847,
-30,46,5.32259,
-28,46,5.57916,
-26,46,6.01024,
-24,46,6.98557,
-22,46,7.3734,
-20,46,6.63216,
-18,46,4.10934,
-16,46,-1.22002,
-14,46,-7.3327,
-12,46,-5.72314,
-10,46,-3.99131,
-8,46,-0.782916,
-6,46,3.1149,
-4,46,6.02765,
-2,46,7.10934,
0,46,5.80455,
2,46,1.44729,
4,46,-2.33977,
6,46,0.932276,
8,46,2.16088,
10,46,1.61622,
12,46,-0.258824,
14,46,-4.9366,
16,46,-8.80326,
18,46,-3.26745,
20,46,1.36568,
22,46,4.91612,
24,46,6.28671,
26,46,5.08032,
28,46,1.09562,
30,46,-6.29097,
32,46,-10.6127,
34,46,-7.06355,
36,46,-10.6361,
38,46,-4.72961,
40,46,0.135371,
42,46,-0.270668,
44,46,-0.252375,
46,46,2.73677,
48,46,3.00175,
50,46,2.10576,
52,46,2.31299,
54,46,0.205908,
56,46,-1.63051,
58,46,3.02849,
60,46,4.89196,
62,46,4.1982,
64,46,1.74155,
66,46,-2.51801,
68,46,-1.99484,
70,46,2.34717,
72,46,3.9204,
74,46,2.86431,
76,46,-1.32739,
78,46,-13.8787,
80,46,-7.38403,
82,46,-2.28115,
84,46,-1.06656,
86,46,-0.310454,
88,46,1.58355,
90,46,3.45056,
92,46,4.08067,
94,46,3.06372,
96,46,0.367235,
98,46,-3.10364,
100,46,-5.11658,
102,46,-5.25387,
104,46,-3.45344,
106,46,-1.80963,
108,46,-2.56794,
110,46,-7.39831,
112,46,-7.65472,
114,46,-1.51437,
116,46,0.8388,
118,46,1.47477,
120,46,1.2402,
122,46,-0.492016,
124,46,-4.17098,
126,46,-7.07944,
128,46,-9.1493,
130,46,-11.6373,
132,46,-4.43909,
134,46,-0.384319,
136,46,0.0999326,
