Phi[deg],Theta[deg],dB(GainTotal),Array_Data
-84,-168,-2.75002,
-82,-168,-4.44473,
-80,-168,-6.57752,
-78,-168,-8.48673,
-76,-168,-8.42062,
-74,-168,-6.35509,
-72,-168,-4.04768,
-70,-168,-2.1774,
-68,-168,-0.795465,
-66,-168,0.158571,
-64,-168,0.74453,
-62,-168,1.00801,
-60,-168,0.983717,
-58,-168,0.700702,
-56,-168,0.187173,
-54,-168,-0.525631,
-52,-168,-1.40147,
-50,-168,-2.40096,
-48,-168,-3.48931,
-46,-168,-4.6487,
-44,-168,-5.88839,
-42,-168,-7.24199,
-40,-168,-8.7442,
-38,-168,-10.3821,
-36,-168,-12.02,
-34,-168,-13.3608,
-32,-168,-14.1517,
-30,-168,-14.5471,
-28,-168,-15.0175,
-26,-168,-15.9592,
-24,-168,-17.3355,
-22,-168,-17.6601,
-20,-168,-15.0881,
-18,-168,-11.5231,
-16,-168,-8.4314,
-14,-168,-5.9649,
-12,-168,-4.02408,
-10,-168,-2.50915,
-8,-168,-1.34647,
-6,-168,-0.483807,
-4,-168,0.115993,
-2,-168,0.479499,
0,-168,0.62567,
2,-168,0.567818,
4,-168,0.315048,
6,-168,-0.126408,
8,-168,-0.751435,
10,-168,-1.55292,
12,-168,-2.51554,
14,-168,-3.60328,
16,-168,-4.73712,
18,-168,-5.76693,
20,-168,-6.47433,
22,-168,-6.67346,
24,-168,-6.36363,
26,-168,-5.72648,
28,-168,-4.97342,
30,-168,-4.24983,
32,-168,-3.63535,
34,-168,-3.1724,
36,-168,-2.88798,
38,-168,-2.80509,
40,-168,-2.94756,
42,-168,-3.34099,
44,-168,-4.00974,
46,-168,-4.96581,
48,-168,-6.17607,
50,-168,-7.48185,
52,-168,-8.48822,
54,-168,-8.70213,
56,-168,-8.11155,
58,-168,-7.22515,
60,-168,-6.49118,
62,-168,-6.12432,
64,-168,-6.2146,
66,-168,-6.81075,
68,-168,-7.93059,
70,-168,-9.44162,
72,-168,-10.6207,
74,-168,-10.0794,
76,-168,-7.97307,
78,-168,-5.66408,
80,-168,-3.73133,
82,-168,-2.24872,
84,-168,-1.17777,
86,-168,-0.474468,
88,-168,-0.109856,
90,-168,-0.0729736,
92,-168,-0.372307,
94,-168,-1.04008,
96,-168,-2.14279,
98,-168,-3.80463,
100,-168,-6.25763,
102,-168,-9.90582,
104,-168,-14.3459,
106,-168,-12.7738,
108,-168,-8.29059,
110,-168,-5.13707,
112,-168,-3.01939,
114,-168,-1.60256,
116,-168,-0.703892,
118,-168,-0.221121,
120,-168,-0.0928714,
122,-168,-0.27883,
124,-168,-0.748526,
126,-168,-1.47367,
128,-168,-2.42216,
130,-168,-3.5538,
132,-168,-4.82036,
134,-168,-6.17342,
136,-168,-7.58076,
138,-168,-9.04139,
140,-168,-10.5811,
142,-168,-12.2157,
144,-168,-13.8859,
146,-168,-15.4058,
148,-168,-16.5556,
150,-168,-17.3522,
152,-168,-18.0729,
154,-168,-18.7537,
156,-168,-18.4319,
158,-168,-16.0474,
160,-168,-12.7132,
162,-168,-9.60058,
164,-168,-6.98556,
166,-168,-4.84447,
168,-168,-3.10778,
170,-168,-1.71294,
172,-168,-0.610924,
174,-168,0.235574,
176,-168,0.854797,
178,-168,1.26799,
180,-168,1.49084,
-180,-166,-2.49218,
-178,-166,-2.8453,
-176,-166,-3.34487,
-174,-166,-3.98429,
-172,-166,-4.77471,
-170,-166,-5.75348,
-168,-166,-6.99613,
-166,-166,-8.63893,
-164,-166,-10.9368,
-162,-166,-14.4534,
-160,-166,-20.9317,
-158,-166,-26.8884,
-156,-166,-16.8713,
-154,-166,-11.9873,
-152,-166,-8.96877,
-150,-166,-6.87287,
-148,-166,-5.33521,
-146,-166,-4.17343,
-144,-166,-3.28378,
-142,-166,-2.60584,
-140,-166,-2.10674,
-138,-166,-1.76997,
-136,-166,-1.58428,
-134,-166,-1.53231,
-132,-166,-1.58092,
-130,-166,-1.67729,
-128,-166,-1.75811,
-126,-166,-1.77545,
-124,-166,-1.72706,
-122,-166,-1.66555,
-120,-166,-1.67744,
-118,-166,-1.85233,
-116,-166,-2.26198,
-114,-166,-2.94825,
-112,-166,-3.90272,
-110,-166,-5.01235,
-108,-166,-5.96747,
-106,-166,-6.29798,
-104,-166,-5.80905,
-102,-166,-4.84252,
-100,-166,-3.83931,
-98,-166,-3.03748,
-96,-166,-2.51995,
-94,-166,-2.30588,
-92,-166,-2.39828,
-90,-166,-2.80443,
-88,-166,-3.54485,
-86,-166,-4.65462,
-84,-166,-6.16063,
-82,-166,-7.95086,
-80,-166,-9.30929,
-78,-166,-8.79376,
-76,-166,-6.58244,
-74,-166,-4.1206,
-72,-166,-2.00971,
-70,-166,-0.330607,
-68,-166,0.948274,
-66,-166,1.86597,
-64,-166,2.45159,
-62,-166,2.72463,
-60,-166,2.69826,
-58,-166,2.38287,
-56,-166,1.78996,
-54,-166,0.936928,
-52,-166,-0.146759,
-50,-166,-1.41206,
-48,-166,-2.78367,
-46,-166,-4.15829,
-44,-166,-5.41157,
-42,-166,-6.41232,
-40,-166,-7.04705,
-38,-166,-7.27063,
-36,-166,-7.16208,
-34,-166,-6.90971,
-32,-166,-6.72843,
-30,-166,-6.80029,
-28,-166,-7.27389,
-26,-166,-8.30006,
-24,-166,-10.0903,
-22,-166,-12.9967,
-20,-166,-17.1582,
-18,-166,-17.5144,
-16,-166,-12.7931,
-14,-166,-9.09175,
-12,-166,-6.53845,
-10,-166,-4.75111,
-8,-166,-3.50835,
-6,-166,-2.68476,
-4,-166,-2.20445,
-2,-166,-2.01811,
0,-166,-2.091,
2,-166,-2.3963,
4,-166,-2.91137,
6,-166,-3.6165,
8,-166,-4.49667,
10,-166,-5.5476,
12,-166,-6.78717,
14,-166,-8.27358,
16,-166,-10.1348,
18,-166,-12.6292,
20,-166,-16.3042,
22,-166,-22.0589,
24,-166,-21.9844,
26,-166,-15.7182,
28,-166,-11.572,
30,-166,-8.69306,
32,-166,-6.55027,
34,-166,-4.90174,
36,-166,-3.62731,
38,-166,-2.66348,
40,-166,-1.97383,
42,-166,-1.53192,
44,-166,-1.30853,
46,-166,-1.26012,
48,-166,-1.31954,
50,-166,-1.39591,
52,-166,-1.39598,
54,-166,-1.26733,
56,-166,-1.03167,
58,-166,-0.772461,
60,-166,-0.590298,
62,-166,-0.566877,
64,-166,-0.75159,
66,-166,-1.15923,
68,-166,-1.76497,
70,-166,-2.49012,
72,-166,-3.1868,
74,-166,-3.65992,
76,-166,-3.76993,
78,-166,-3.54471,
80,-166,-3.14905,
82,-166,-2.75924,
84,-166,-2.49428,
86,-166,-2.41953,
88,-166,-2.57199,
90,-166,-2.98306,
92,-166,-3.69696,
94,-166,-4.79166,
96,-166,-6.41495,
98,-166,-8.87013,
100,-166,-12.8619,
102,-166,-19.3224,
104,-166,-15.7884,
106,-166,-9.64358,
108,-166,-5.80945,
110,-166,-3.19115,
112,-166,-1.32628,
114,-166,-0.00809086,
116,-166,0.867233,
118,-166,1.3554,
120,-166,1.48697,
122,-166,1.27849,
124,-166,0.738764,
126,-166,-0.126471,
128,-166,-1.3098,
130,-166,-2.79568,
132,-166,-4.55022,
134,-166,-6.50407,
136,-166,-8.52249,
138,-166,-10.3601,
140,-166,-11.6524,
142,-166,-12.1127,
144,-166,-11.8632,
146,-166,-11.3493,
148,-166,-10.984,
150,-166,-11.0357,
152,-166,-11.697,
154,-166,-13.1581,
156,-166,-15.534,
158,-166,-17.6504,
160,-166,-15.7364,
162,-166,-11.9591,
164,-166,-8.88551,
166,-166,-6.62161,
168,-166,-4.97677,
170,-166,-3.80603,
172,-166,-3.01234,
174,-166,-2.52853,
176,-166,-2.30518,
178,-166,-2.30361,
180,-166,-2.49218,
-180,-164,-8.35773,
-178,-164,-9.07826,
-176,-164,-9.74138,
-174,-164,-10.2117,
-172,-164,-10.3966,
-170,-164,-10.2949,
-168,-164,-9.98938,
-166,-164,-9.58923,
-164,-164,-9.17489,
-162,-164,-8.77381,
-160,-164,-8.36321,
-158,-164,-7.89705,
-156,-164,-7.35143,
-154,-164,-6.76016,
-152,-164,-6.20848,
-150,-164,-5.79354,
-148,-164,-5.58639,
-146,-164,-5.6094,
-144,-164,-5.82101,
-142,-164,-6.10603,
-140,-164,-6.29799,
-138,-164,-6.2665,
-136,-164,-6.01087,
-134,-164,-5.63369,
-132,-164,-5.22466,
-130,-164,-4.79346,
-128,-164,-4.29463,
-126,-164,-3.70312,
-124,-164,-3.06842,
-122,-164,-2.49827,
-120,-164,-2.10482,
-118,-164,-1.96953,
-116,-164,-2.13666,
-114,-164,-2.61832,
-112,-164,-3.39813,
-110,-164,-4.43161,
-108,-164,-5.64992,
-106,-164,-6.98228,
-104,-164,-8.40701,
-102,-164,-10.0112,
-100,-164,-12.0257,
-98,-164,-14.86,
-96,-164,-19.1704,
-94,-164,-23.5357,
-92,-164,-19.5384,
-90,-164,-15.1732,
-88,-164,-12.3882,
-86,-164,-10.5668,
-84,-164,-9.32907,
-82,-164,-8.4313,
-80,-164,-7.68732,
-78,-164,-6.94557,
-76,-164,-6.09771,
-74,-164,-5.09974,
-72,-164,-3.98081,
-70,-164,-2.82444,
-68,-164,-1.73338,
-66,-164,-0.801432,
-64,-164,-0.101821,
-62,-164,0.312356,
-60,-164,0.403296,
-58,-164,0.143795,
-56,-164,-0.485262,
-54,-164,-1.49404,
-52,-164,-2.87767,
-50,-164,-4.6013,
-48,-164,-6.5707,
-46,-164,-8.58546,
-44,-164,-10.2994,
-42,-164,-11.2941,
-40,-164,-11.372,
-38,-164,-10.7751,
-36,-164,-9.95466,
-34,-164,-9.26393,
-32,-164,-8.89715,
-30,-164,-8.94692,
-28,-164,-9.4604,
-26,-164,-10.4699,
-24,-164,-11.9794,
-22,-164,-13.787,
-20,-164,-14.8557,
-18,-164,-13.6596,
-16,-164,-11.0683,
-14,-164,-8.54416,
-12,-164,-6.49603,
-10,-164,-4.94184,
-8,-164,-3.8387,
-6,-164,-3.14966,
-4,-164,-2.85322,
-2,-164,-2.94427,
0,-164,-3.43573,
2,-164,-4.36376,
4,-164,-5.7987,
6,-164,-7.86635,
8,-164,-10.7768,
10,-164,-14.7053,
12,-164,-17.8566,
14,-164,-15.8042,
16,-164,-12.6779,
18,-164,-10.5127,
20,-164,-9.12412,
22,-164,-8.25721,
24,-164,-7.74403,
26,-164,-7.48595,
28,-164,-7.43597,
30,-164,-7.57363,
32,-164,-7.86248,
34,-164,-8.19355,
36,-164,-8.35391,
38,-164,-8.1209,
40,-164,-7.47388,
42,-164,-6.623,
44,-164,-5.79647,
46,-164,-5.09529,
48,-164,-4.49131,
50,-164,-3.88472,
52,-164,-3.18876,
54,-164,-2.40416,
56,-164,-1.62119,
58,-164,-0.958411,
60,-164,-0.510018,
62,-164,-0.331482,
64,-164,-0.446464,
66,-164,-0.857032,
68,-164,-1.55124,
70,-164,-2.50904,
72,-164,-3.71002,
74,-164,-5.14657,
76,-164,-6.84363,
78,-164,-8.88135,
80,-164,-11.4069,
82,-164,-14.5569,
84,-164,-17.7034,
86,-164,-17.8141,
88,-164,-15.2451,
90,-164,-12.9141,
92,-164,-11.3186,
94,-164,-10.3143,
96,-164,-9.71652,
98,-164,-9.34398,
100,-164,-9.00919,
102,-164,-8.53095,
104,-164,-7.78026,
106,-164,-6.73074,
108,-164,-5.46301,
110,-164,-4.11572,
112,-164,-2.82885,
114,-164,-1.71377,
116,-164,-0.848953,
118,-164,-0.286981,
120,-164,-0.0633846,
122,-164,-0.20333,
124,-164,-0.725308,
126,-164,-1.64135,
128,-164,-2.95235,
130,-164,-4.63515,
132,-164,-6.61505,
134,-164,-8.71912,
136,-164,-10.6293,
138,-164,-11.9272,
140,-164,-12.3374,
142,-164,-11.983,
144,-164,-11.2804,
146,-164,-10.6384,
148,-164,-10.3254,
150,-164,-10.4961,
152,-164,-11.2436,
154,-164,-12.6082,
156,-164,-14.4253,
158,-164,-15.7432,
160,-164,-15.0057,
162,-164,-12.8633,
164,-164,-10.7698,
166,-164,-9.15477,
168,-164,-8.02446,
170,-164,-7.31748,
172,-164,-6.97725,
174,-164,-6.95783,
176,-164,-7.21686,
178,-164,-7.70564,
180,-164,-8.35773,
-180,-162,-2.31045,
-178,-162,-2.35476,
-176,-162,-2.49918,
-174,-162,-2.75918,
-172,-162,-3.16293,
-170,-162,-3.73263,
-168,-162,-4.46393,
-166,-162,-5.30469,
-164,-162,-6.13738,
-162,-162,-6.78544,
-160,-162,-7.07144,
-158,-162,-6.90756,
-156,-162,-6.33928,
-154,-162,-5.51511,
-152,-162,-4.62867,
-150,-162,-3.86707,
-148,-162,-3.38131,
-146,-162,-3.28226,
-144,-162,-3.65111,
-142,-162,-4.55103,
-140,-162,-6.03167,
-138,-162,-8.11932,
-136,-162,-10.789,
-134,-162,-13.9617,
-132,-162,-17.6931,
-130,-162,-21.9798,
-128,-162,-20.8266,
-126,-162,-15.3452,
-124,-162,-11.3589,
-122,-162,-8.74322,
-120,-162,-7.13528,
-118,-162,-6.3242,
-116,-162,-6.1813,
-114,-162,-6.61748,
-112,-162,-7.5613,
-110,-162,-8.9506,
-108,-162,-10.7374,
-106,-162,-12.884,
-104,-162,-15.1915,
-102,-162,-16.5276,
-100,-162,-15.2119,
-98,-162,-12.489,
-96,-162,-9.9719,
-94,-162,-8.02259,
-92,-162,-6.62849,
-90,-162,-5.73264,
-88,-162,-5.29025,
-86,-162,-5.27206,
-84,-162,-5.65726,
-82,-162,-6.42122,
-80,-162,-7.51712,
-78,-162,-8.85552,
-76,-162,-10.3035,
-74,-162,-11.7267,
-72,-162,-12.979,
-70,-162,-13.5966,
-68,-162,-12.7241,
-66,-162,-10.5392,
-64,-162,-8.17802,
-62,-162,-6.27216,
-60,-162,-4.9819,
-58,-162,-4.32009,
-56,-162,-4.27474,
-54,-162,-4.84633,
-52,-162,-6.0711,
-50,-162,-8.06662,
-48,-162,-11.1667,
-46,-162,-16.4756,
-44,-162,-31.7064,
-42,-162,-19.7428,
-40,-162,-13.4569,
-38,-162,-10.4632,
-36,-162,-8.96847,
-34,-162,-8.49625,
-32,-162,-8.86788,
-30,-162,-9.99441,
-28,-162,-11.7821,
-26,-162,-14.0325,
-24,-162,-16.3077,
-22,-162,-17.7262,
-20,-162,-16.9452,
-18,-162,-14.0866,
-16,-162,-10.8335,
-14,-162,-8.03556,
-12,-162,-5.83865,
-10,-162,-4.19758,
-8,-162,-3.03603,
-6,-162,-2.28222,
-4,-162,-1.87501,
-2,-162,-1.76388,
0,-162,-1.90851,
2,-162,-2.27928,
4,-162,-2.8585,
6,-162,-3.64065,
8,-162,-4.62793,
10,-162,-5.81297,
12,-162,-7.13201,
14,-162,-8.36684,
16,-162,-9.06406,
18,-162,-8.80742,
20,-162,-7.74104,
22,-162,-6.36077,
24,-162,-5.01951,
26,-162,-3.87806,
28,-162,-3.01288,
30,-162,-2.47754,
32,-162,-2.32199,
34,-162,-2.59625,
36,-162,-3.35006,
38,-162,-4.62987,
40,-162,-6.46832,
42,-162,-8.85582,
44,-162,-11.685,
46,-162,-14.6591,
48,-162,-16.8793,
50,-162,-16.1705,
52,-162,-12.9227,
54,-162,-9.66105,
56,-162,-7.15238,
58,-162,-5.4218,
60,-162,-4.38888,
62,-162,-3.98093,
64,-162,-4.14702,
66,-162,-4.85805,
68,-162,-6.10807,
70,-162,-7.91864,
72,-162,-10.3287,
74,-162,-13.2277,
76,-162,-15.397,
78,-162,-14.4122,
80,-162,-11.7072,
82,-162,-9.25396,
84,-162,-7.372,
86,-162,-6.00617,
88,-162,-5.08749,
90,-162,-4.57331,
92,-162,-4.44492,
94,-162,-4.70258,
96,-162,-5.36171,
98,-162,-6.44777,
100,-162,-7.98325,
102,-162,-9.94462,
104,-162,-12.1194,
106,-162,-13.7776,
108,-162,-13.8089,
110,-162,-12.2545,
112,-162,-10.1073,
114,-162,-7.98471,
116,-162,-6.1468,
118,-162,-4.71618,
120,-162,-3.75306,
122,-162,-3.28426,
124,-162,-3.31936,
126,-162,-3.85903,
128,-162,-4.8983,
130,-162,-6.42756,
132,-162,-8.43113,
134,-162,-10.8595,
136,-162,-13.4405,
138,-162,-15.1105,
140,-162,-14.6529,
142,-162,-13.1148,
144,-162,-11.8571,
146,-162,-11.3009,
148,-162,-11.5191,
150,-162,-12.5227,
152,-162,-14.3218,
154,-162,-16.9172,
156,-162,-20.0751,
158,-162,-21.6663,
160,-162,-18.7106,
162,-162,-14.5769,
164,-162,-11.1074,
166,-162,-8.39465,
168,-162,-6.32992,
170,-162,-4.8065,
172,-162,-3.73127,
174,-162,-3.01981,
176,-162,-2.59277,
178,-162,-2.37672,
180,-162,-2.31045,
-180,-160,-5.85374,
-178,-160,-6.03204,
-176,-160,-6.10615,
-174,-160,-6.06062,
-172,-160,-5.99415,
-170,-160,-6.0589,
-168,-160,-6.39127,
-166,-160,-7.07598,
-164,-160,-8.12292,
-162,-160,-9.41415,
-160,-160,-10.5855,
-158,-160,-10.9592,
-156,-160,-10.0214,
-154,-160,-8.10199,
-152,-160,-5.91429,
-150,-160,-3.93361,
-148,-160,-2.37956,
-146,-160,-1.33989,
-144,-160,-0.842184,
-142,-160,-0.881109,
-140,-160,-1.41887,
-138,-160,-2.36757,
-136,-160,-3.57202,
-134,-160,-4.85007,
-132,-160,-6.1389,
-130,-160,-7.62026,
-128,-160,-9.65501,
-126,-160,-12.6035,
-124,-160,-16.131,
-122,-160,-16.8193,
-120,-160,-14.4253,
-118,-160,-12.512,
-116,-160,-11.5377,
-114,-160,-11.1859,
-112,-160,-11.1085,
-110,-160,-11.0315,
-108,-160,-10.8234,
-106,-160,-10.4849,
-104,-160,-10.0651,
-102,-160,-9.59617,
-100,-160,-9.07499,
-98,-160,-8.47433,
-96,-160,-7.7764,
-94,-160,-7.01,
-92,-160,-6.25348,
-90,-160,-5.5995,
-88,-160,-5.11873,
-86,-160,-4.8466,
-84,-160,-4.78821,
-82,-160,-4.92859,
-80,-160,-5.24139,
-78,-160,-5.69661,
-76,-160,-6.27699,
-74,-160,-7.01473,
-72,-160,-8.04673,
-70,-160,-9.6838,
-68,-160,-12.5793,
-66,-160,-18.5411,
-64,-160,-23.2598,
-62,-160,-13.6813,
-60,-160,-9.03039,
-58,-160,-6.47381,
-56,-160,-5.15325,
-54,-160,-4.77145,
-52,-160,-5.24671,
-50,-160,-6.65878,
-48,-160,-9.29906,
-46,-160,-13.5073,
-44,-160,-14.9789,
-42,-160,-10.3674,
-40,-160,-6.89221,
-38,-160,-4.94555,
-36,-160,-4.1581,
-34,-160,-4.36613,
-32,-160,-5.54892,
-30,-160,-7.80928,
-28,-160,-11.4262,
-26,-160,-16.9594,
-24,-160,-22.961,
-22,-160,-20.5451,
-20,-160,-17.6208,
-18,-160,-15.7642,
-16,-160,-14.181,
-14,-160,-12.7819,
-12,-160,-11.7353,
-10,-160,-11.1018,
-8,-160,-10.8069,
-6,-160,-10.7108,
-4,-160,-10.6653,
-2,-160,-10.521,
0,-160,-10.103,
2,-160,-9.27848,
4,-160,-8.12096,
6,-160,-6.90222,
8,-160,-5.90104,
10,-160,-5.29718,
12,-160,-5.18189,
14,-160,-5.58462,
16,-160,-6.45594,
18,-160,-7.55324,
20,-160,-8.23843,
22,-160,-7.75937,
24,-160,-6.26448,
26,-160,-4.49203,
28,-160,-2.887,
30,-160,-1.61121,
32,-160,-0.729149,
34,-160,-0.27758,
36,-160,-0.276345,
38,-160,-0.720525,
40,-160,-1.56321,
42,-160,-2.6958,
44,-160,-3.95933,
46,-160,-5.24147,
48,-160,-6.61146,
50,-160,-8.30199,
52,-160,-10.4478,
54,-160,-12.4228,
56,-160,-12.5002,
58,-160,-10.9973,
60,-160,-9.67853,
62,-160,-9.10933,
64,-160,-9.25278,
66,-160,-9.86737,
68,-160,-10.4856,
70,-160,-10.4927,
72,-160,-9.68427,
74,-160,-8.46178,
76,-160,-7.25261,
78,-160,-6.24329,
80,-160,-5.46611,
82,-160,-4.88932,
84,-160,-4.46186,
86,-160,-4.14027,
88,-160,-3.90688,
90,-160,-3.7739,
92,-160,-3.77292,
94,-160,-3.94007,
96,-160,-4.30802,
98,-160,-4.90724,
100,-160,-5.77216,
102,-160,-6.94734,
104,-160,-8.49456,
106,-160,-10.5149,
108,-160,-13.2179,
110,-160,-17.007,
112,-160,-20.6474,
114,-160,-16.9497,
116,-160,-12.0429,
118,-160,-8.62042,
120,-160,-6.32548,
122,-160,-4.90516,
124,-160,-4.23395,
126,-160,-4.25848,
128,-160,-4.9851,
130,-160,-6.50366,
132,-160,-9.06481,
134,-160,-13.2392,
136,-160,-18.5908,
138,-160,-15.5983,
140,-160,-11.3216,
142,-160,-9.11493,
144,-160,-8.42428,
146,-160,-9.04071,
148,-160,-10.9999,
150,-160,-14.2085,
152,-160,-16.1748,
154,-160,-14.1185,
156,-160,-12.1302,
158,-160,-11.6823,
160,-160,-12.9414,
162,-160,-16.3446,
164,-160,-20.5347,
166,-160,-15.9642,
168,-160,-11.3252,
170,-160,-8.54909,
172,-160,-6.92377,
174,-160,-6.05313,
176,-160,-5.70102,
178,-160,-5.68972,
180,-160,-5.85374,
-180,-158,-10.523,
-178,-158,-10.5221,
-176,-158,-11.3166,
-174,-158,-12.6195,
-172,-158,-13.6855,
-170,-158,-13.7105,
-168,-158,-13.1607,
-166,-158,-13.0429,
-164,-158,-13.8565,
-162,-158,-15.563,
-160,-158,-16.9668,
-158,-158,-16.1066,
-156,-158,-14.0052,
-154,-158,-11.785,
-152,-158,-9.25164,
-150,-158,-6.50428,
-148,-158,-4.04569,
-146,-158,-2.21493,
-144,-158,-1.13319,
-142,-158,-0.83212,
-140,-158,-1.32227,
-138,-158,-2.59923,
-136,-158,-4.57115,
-134,-158,-6.81068,
-132,-158,-8.32088,
-130,-158,-8.60837,
-128,-158,-8.52569,
-126,-158,-8.79668,
-124,-158,-9.60785,
-122,-158,-11.0155,
-120,-158,-13.246,
-118,-158,-16.9591,
-116,-158,-23.0016,
-114,-158,-20.2656,
-112,-158,-14.2829,
-110,-158,-10.5995,
-108,-158,-8.20867,
-106,-158,-6.6658,
-104,-158,-5.77521,
-102,-158,-5.38164,
-100,-158,-5.2167,
-98,-158,-4.82219,
-96,-158,-3.83183,
-94,-158,-2.41416,
-92,-158,-1.02986,
-90,-158,0.00957718,
-88,-158,0.585172,
-86,-158,0.678115,
-84,-158,0.314789,
-82,-158,-0.451444,
-80,-158,-1.54622,
-78,-158,-2.88695,
-76,-158,-4.41026,
-74,-158,-6.09768,
-72,-158,-7.97289,
-70,-158,-10.0927,
-68,-158,-12.5877,
-66,-158,-15.4821,
-64,-158,-16.5063,
-62,-158,-13.0351,
-60,-158,-9.22122,
-58,-158,-6.50617,
-56,-158,-4.80896,
-54,-158,-3.9916,
-52,-158,-3.99942,
-50,-158,-4.8647,
-48,-158,-6.64641,
-46,-158,-8.88274,
-44,-158,-8.99567,
-42,-158,-6.40108,
-40,-158,-4.03263,
-38,-158,-2.75723,
-36,-158,-2.62207,
-34,-158,-3.69086,
-32,-158,-6.25846,
-30,-158,-11.2694,
-28,-158,-19.522,
-26,-158,-12.8625,
-24,-158,-8.1493,
-22,-158,-5.82361,
-20,-158,-4.69619,
-18,-158,-4.34651,
-16,-158,-4.64246,
-14,-158,-5.5846,
-12,-158,-7.18519,
-10,-158,-9.1824,
-8,-158,-10.4272,
-6,-158,-9.83216,
-4,-158,-8.57742,
-2,-158,-7.88356,
0,-158,-8.09201,
2,-158,-9.18681,
4,-158,-10.6432,
6,-158,-10.8101,
8,-158,-9.09027,
10,-158,-7.19894,
12,-158,-6.05365,
14,-158,-5.80834,
16,-158,-6.45574,
18,-158,-7.91871,
20,-158,-9.81257,
22,-158,-10.9428,
24,-158,-10.2625,
26,-158,-8.57612,
28,-158,-6.69429,
30,-158,-4.84856,
32,-158,-3.23527,
34,-158,-2.07406,
36,-158,-1.52265,
38,-158,-1.67137,
40,-158,-2.56592,
42,-158,-4.19373,
44,-158,-6.36421,
46,-158,-8.4359,
48,-158,-9.50738,
50,-158,-9.6663,
52,-158,-9.65391,
54,-158,-9.73993,
56,-158,-9.91809,
58,-158,-10.3334,
60,-158,-11.3383,
62,-158,-13.3995,
64,-158,-17.0728,
66,-158,-20.245,
68,-158,-15.8735,
70,-158,-11.4359,
72,-158,-8.46783,
74,-158,-6.47309,
76,-158,-5.14624,
78,-158,-4.27016,
80,-158,-3.61011,
82,-158,-2.90407,
84,-158,-1.98773,
86,-158,-0.922435,
88,-158,0.0820591,
90,-158,0.833599,
92,-158,1.22209,
94,-158,1.20471,
96,-158,0.780641,
98,-158,-0.0239611,
100,-158,-1.1663,
102,-158,-2.60509,
104,-158,-4.33576,
106,-158,-6.43762,
108,-158,-9.12242,
110,-158,-12.7986,
112,-158,-17.7637,
114,-158,-18.3598,
116,-158,-13.3723,
118,-158,-9.58566,
120,-158,-7.01508,
122,-158,-5.35084,
124,-158,-4.47302,
126,-158,-4.36556,
128,-158,-5.10192,
130,-158,-6.90254,
132,-158,-10.293,
134,-158,-15.5527,
136,-158,-13.59,
138,-158,-8.54272,
140,-158,-5.73421,
142,-158,-4.57559,
144,-158,-4.83266,
146,-158,-6.68337,
148,-158,-11.0186,
150,-158,-19.6264,
152,-158,-12.7245,
154,-158,-7.4961,
156,-158,-5.08439,
158,-158,-4.17871,
160,-158,-4.31972,
162,-158,-5.31419,
164,-158,-7.1018,
166,-158,-9.76829,
168,-158,-13.733,
170,-158,-20.6353,
172,-158,-27.9804,
174,-158,-18.003,
176,-158,-13.6706,
178,-158,-11.4754,
180,-158,-10.523,
-180,-156,-11.2435,
-178,-156,-10.5581,
-176,-156,-10.8659,
-174,-156,-12.3443,
-172,-156,-14.7173,
-170,-156,-15.0854,
-168,-156,-12.1358,
-166,-156,-9.46426,
-164,-156,-7.91608,
-162,-156,-7.27588,
-160,-156,-7.21638,
-158,-156,-7.44731,
-156,-156,-7.92806,
-154,-156,-8.97054,
-152,-156,-10.7985,
-150,-156,-11.4374,
-148,-156,-8.18732,
-146,-156,-4.65824,
-144,-156,-2.40159,
-142,-156,-1.41363,
-140,-156,-1.64422,
-138,-156,-3.21209,
-136,-156,-6.58884,
-134,-156,-13.241,
-132,-156,-16.0379,
-130,-156,-9.12589,
-128,-156,-5.79975,
-126,-156,-4.21507,
-124,-156,-3.62055,
-122,-156,-3.71992,
-120,-156,-4.38967,
-118,-156,-5.58378,
-116,-156,-7.31894,
-114,-156,-9.69791,
-112,-156,-12.6706,
-110,-156,-14.1381,
-108,-156,-11.5898,
-106,-156,-8.54911,
-104,-156,-6.49307,
-102,-156,-5.30704,
-100,-156,-4.64303,
-98,-156,-4.05138,
-96,-156,-3.16428,
-94,-156,-2.00238,
-92,-156,-0.885156,
-90,-156,-0.100254,
-88,-156,0.197397,
-86,-156,-0.0653218,
-84,-156,-0.927794,
-82,-156,-2.40805,
-80,-156,-4.47701,
-78,-156,-6.99675,
-76,-156,-9.72286,
-74,-156,-12.6546,
-72,-156,-16.5446,
-70,-156,-21.1235,
-68,-156,-17.6096,
-66,-156,-13.0901,
-64,-156,-10.4284,
-62,-156,-8.73348,
-60,-156,-7.30927,
-58,-156,-5.86748,
-56,-156,-4.54477,
-54,-156,-3.60002,
-52,-156,-3.21348,
-50,-156,-3.48031,
-48,-156,-4.37005,
-46,-156,-5.40349,
-44,-156,-5.33161,
-42,-156,-3.87319,
-40,-156,-2.39831,
-38,-156,-1.7857,
-36,-156,-2.36703,
-34,-156,-4.50132,
-32,-156,-9.20853,
-30,-156,-20.1682,
-28,-156,-11.8053,
-26,-156,-6.32821,
-24,-156,-3.78215,
-22,-156,-2.54084,
-20,-156,-2.04929,
-18,-156,-2.0814,
-16,-156,-2.56251,
-14,-156,-3.46672,
